2026-07-16 13:19:53.058 | INFO     | request_id - 488d38b7-b098-4571-bd73-34f58f31669b | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['本月新增客户数是多少', '本月']
2026-07-16 13:19:53.067 | INFO     | request_id - 14f09f25-dc4a-40ae-aa9b-e32edd8881e1 | app.agent.nodes.extract_keywords:_apply_synonyms:74 - 同义词替换: '用户数' -> '客户数'
2026-07-16 13:19:53.067 | INFO     | request_id - 1fc018b7-f06f-407c-ae52-b8b59fd88b37 | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['用户数', '用户数有多少', '客户数有多少', '本月']
2026-07-16 13:19:53.071 | INFO     | request_id - ca52c4db-ba63-4339-9668-5c3c4de77db5 | app.agent.nodes.extract_keywords:_apply_synonyms:74 - 同义词替换: 'AUM' -> '理财持仓规模'
2026-07-16 13:19:53.080 | INFO     | request_id - 3a3da5c8-61cf-472f-9280-4eab62bc8352 | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['AUM是多少', '理财持仓规模是多少', '规模', '本月']
2026-07-16 13:19:53.084 | INFO     | request_id - 121b4823-91ee-462b-bbc2-82c128010f89 | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['本月新增客户数是多少', '最近30天']
2026-07-16 13:19:53.088 | INFO     | request_id - a972f44c-2533-490e-b8d3-1114ee36b20c | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['本月新增客户数是多少']
2026-07-16 13:19:53.092 | INFO     | request_id - cc5fd627-0280-4e2a-a1a7-83bd20883494 | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['2025年交易金额', '本月']
2026-07-16 13:19:53.132 | INFO     | request_id - 8ab5c9c7-d68b-4cce-acbe-f396d58b0392 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:80 - 召回信息合并成功
2026-07-16 13:19:53.136 | INFO     | request_id - 94d348b2-132c-4653-9f9e-90d46bd4aa9a | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:80 - 召回信息合并成功
2026-07-16 13:19:53.140 | INFO     | request_id - 92f23693-42d3-43b6-9869-07bab42b2ee7 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:80 - 召回信息合并成功
2026-07-16 13:19:53.147 | INFO     | request_id - 96ce17c7-5fba-4718-8c3c-811496571663 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:80 - 召回信息合并成功
2026-07-16 13:19:53.175 | INFO     | request_id - 522369e9-e0d4-4a74-951f-fcb38c2e3267 | app.agent.nodes.add_context:add_context:23 - 添加上下文信息-date_info:{'date': '2026-07-16', 'weekday': 'Thursday', 'quarter': 'Q3'},db_info:{'dialect': 'mysql', 'version': '8.0.0'}
2026-07-16 13:19:53.191 | INFO     | request_id - 21e217f9-7cb0-4b3b-8da5-2587e950d969 | app.agent.nodes.validate_sql:validate_sql:17 - SQL校验通过
2026-07-16 13:19:53.194 | ERROR    | request_id - 7d83fbed-1a75-4493-8a1b-10f486ac4df7 | app.agent.nodes.validate_sql:validate_sql:20 - SQL校验失败: Syntax error
2026-07-16 13:19:53.202 | INFO     | request_id - 9eab0778-23e7-43e2-ba43-d7cabc85e464 | app.agent.nodes.execute_sql:execute_sql:18 - SQL执行结果: [{'cnt': 42}]
2026-07-16 13:19:53.207 | INFO     | request_id - 3625cc89-c223-4049-b069-d6534453fcbe | app.agent.nodes.execute_sql:execute_sql:18 - SQL执行结果: []
2026-07-16 13:22:25.576 | INFO     | request_id - d04d3fcd-6dcb-4d7d-9efc-364d30605d3c | app.agent.nodes.extract_keywords:extract_keywords:115 - 关键词提取: ['本月新增客户数是多少', '本月']
